X,Y,OBJECTID,Stop_Code,Stop_ID,Stop_Name,Street,Cross_Street,Position,Stop_Lat,Stop_Lon,Downtown,Council_District,Sign_Crew,Road_Maint,GoRaleigh,GoTriangle,Wolfline,Wake_Forest,GoDurham,GoCary,Shelter,Shelter_Type,Shelter_Count,Bench,Bench_Type,Bench_Count,Trash_Can,Trash_Can_Type,Trash_Can_Count,Landing_Pad,Amenity_Pad,Pad_Size,Bike_Rack,Lighting,Lighting_Type,Real_Time,USB_Charging,Sidewalk,Crosswalk,Ped_Signal,Curb_Ramp,ADA_Compliant,Bike_Lane,Greenway,Art,Project,Project_Type,Project_Status,Project_Target,R1,R2,R2L,R3,R4,R5,R6,R7,R7L,R8,R8L,R9,R10,R11,R11L,R12,R13,R14,R15,R15L,R16,R18,R18S,R19,R20,R21,R22,R23,R23L,R24,R24L,R25,R25L,R26,R27,R28,R29,R31,R32,R33,R34,R36,R40X,R55X,R70X,R401X,R_Line,WRX,WFL,FRX,ZWX,Boardings,Alightings,Facility_ID,CreationDate,Creator,EditDate,Editor,Project_Lead,Sign_Type,Bus_Zone,Project_Complete,Ridership_Updated,Landscaping,GlobalID,R17,EmergencyPhone,Adoptable,Adoption_Status
-78.6390998334,35.7756526274,1144,9743,9743,E Davie St at Fayetteville St,E Davie St,Fayetteville St, ,35.7758300003,-78.6388799995,Yes,C,E,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,,Shelter,Planned,2022,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,27,17,9743,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,0b7bc3b0-beec-47cb-b458-82cd670fedce,No,,No,Available
-78.6437670808,35.7747513101,1145,9744,9744,Dawson St at Cabarrus St,Dawson St,Cabarrus St,Near,35.7746400006,-78.6437699994,Yes,D,E,NCDOT,Yes,Yes,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Site 86-Removed,Shelter,Eligible,2022,No,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,20,25,9744,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,Yes,,2022/01/20 05:00:00+00,Compliant,396d752c-7a35-4f31-9896-1a891fbb99d0,No,,No,Available
-78.6462027836,35.7448778833,1146,9745,9745,S Wilmington St at Ileagnes St,S Wilmington St,Ileagnes St,Near,35.7448778835,-78.6462027836,No,D,C,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,8,13,9745,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Non-compliant,9dfeeba1-cb9e-488e-9a71-f176b0066bd8,No,,No,Available
-78.6458656908,35.7448647595,1147,9746,9746,Wilmington at Rush IB,Wilmington,Rush IB,Far,35.7448647596,-78.6458656908,No,D,D,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,No,No,No,,,,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,10,6,9746,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,62c66231-0d49-42f4-aed1-67563479ff9b,No,,No,Available
-78.7028815284,35.8280669424,1148,9749,9749,Edwards Mill Rd at Blueberry St,Edwards Mill Rd,Blueberry St,Near,35.8281060305,-78.7028346947,No,E,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,9749,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,ac04de77-f605-48a4-ba5f-42060c755a31,No,,No,Available
-78.6917383001,35.8369536935,1149,9751,9751,Edwards Mill Rd at Glen Laurel Dr,Edwards Mill Rd,Glen Laurel Dr,Far,35.8369279652,-78.6917621027,No,E,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,GlenLake III,Shelter,Design,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,9751,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,,No,,2022/01/20 05:00:00+00,,75e0aaba-dfff-4184-b4fd-93c26c5e9f79,No,,No,Available
-78.6984650197,35.8332011868,1150,9753,9753,Edwards Mill Rd at Glen Eden Dr,Edwards Mill Rd,Glen Eden Dr,Near,35.8331929533,-78.6984616348,No,E,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,Yes,Yes,Yes,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,9753,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,35fe275a-ab09-4bc4-90f6-d43686d64ca3,No,,No,Available
-78.7004083182,35.8308228525,1151,9754,9754,Edwards Mill Rd at Carriage Dr,Edwards Mill Rd,Carriage Dr,Far,35.8307737153,-78.700439999,No,E,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,9754,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,9d0537f6-14cd-4720-933f-d31bb25db025,No,,No,Available
-78.7029649019,35.8283000277,1152,9755,9755,Edwards Mill Rd at Laurel Hills Rd,Edwards Mill Rd,Laurel Hills Rd,Near,35.8282955611,-78.70294975,No,E,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,9755,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,00a5dd96-b63f-4d7b-90e7-7679b45167fb,No,,No,Available
-78.682591767,35.8149736835,1153,9756,9756,Ridge Rd at Lake Boone Rd,Ridge Rd,Lake Boone Rd,Far,35.8149736831,-78.682591767,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,Yes,No,Yes,No,,No,No,,Shelter,Planned,,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,9756,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,79b328f4-4225-4fb0-8e14-e0103005f435,No,,No,Available
-78.6582599992,35.7482099998,1154,9757,9757,Oak Rd at Carolina Pines Ave,Oak Rd,Carolina Pines Ave,Far,35.7482099997,-78.6582599992,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,9757,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,a3215fdd-a561-48eb-9e07-ce4108890a85,No,,No,Available
-78.6521200008,35.7475945661,1155,9758,9758,Carolina Pines Ave at Marble St,Carolina Pines Ave,Marble St,Inside,35.7475945663,-78.6521200008,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,None,,No,No,No,No,No,No,No,No,No,No,,Shelter,Planned,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,2,9758,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,,5924d814-cf2f-4b59-bbd3-7cb1847a0fc2,No,,No,Available
-78.6362240855,35.7418302122,1156,9759,9759,Rush St at Shelden Dr,Rush St,Shelden Dr,Near,35.7418394165,-78.6363242602,No,C,D,Municipal,Yes,No,No,No,No,No,Yes,Slim,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,,,No,No,Yes,No,No,Yes,Yes,,No,No,WTP Site 25,Shelter,Complete,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,9,3,9759,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,GR,CAT,No,,2022/01/20 05:00:00+00,,d047711c-5566-4197-a63a-30f0912d25ec,No,,Yes,Available
-78.6272466172,35.740052549,1157,9760,9760,Cross Link Rd at Laodicea Dr,Cross Link Rd,Laodicea Dr,Far,35.7400525491,-78.6272466172,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,Shelter,Planned,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,2,9760,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,,99decb1b-7256-4bca-8f1f-4e497d3209c1,No,,No,Available
-78.6427771068,35.743058152,1158,9761,9761,Rush St at Hammond Rd,Rush St,Hammond Rd,Far,35.7430581523,-78.6427771068,No,D,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,9761,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,46edf542-9ff2-447f-9ca8-050d972f2736,No,,No,Available
-78.6593876032,35.7509481733,1159,9762,9762,Carolina Pines Ave at Springhill Ave,Carolina Pines Ave,Springhill Ave,Far,35.7509481733,-78.6593876032,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,,No,No,,Shelter,Planned,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,3,8,9762,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,ES,CAT,No,,2022/01/20 05:00:00+00,Compliant,efc09a25-e158-4171-9e66-b8e7bede1083,No,,No,Available
-78.67709,35.7457179997,1160,9766,9766,Lake Wheeler Rd at Stewart Dr,Lake Wheeler Rd,Stewart Dr,Near,35.7457179997,-78.67709,No,D,C,NCDOT,Yes,No,No,No,No,No,Yes,Full,1,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Good,Street,No,No,Yes,No,No,Yes,No,,No,No,,,Complete,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,7,9766,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,32756db3-99ca-4ee1-bef3-3a9addadfd0f,No,,Yes,Available
-78.600770039,35.8103342669,1161,9767,9767,Noblin Rd at Raleigh Blvd,Noblin Rd,Raleigh Blvd,Near,35.8103342668,-78.600770039,No,B,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,0,9767,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,,No,,2022/01/20 05:00:00+00,,7ebd2586-95f6-40f6-aa07-d2b84f74d6a5,No,,No,Available
-78.6799210002,35.89188,1162,9768,9768,Creedmoor Rd at Falcon Rest Cir,Creedmoor Rd,Falcon Rest Cir,Near,35.8918800001,-78.6799210002,No,A,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,1,1,9768,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,e7ecdabc-f1dd-4917-921d-476d2400c148,No,,No,Available
-78.7837889259,35.9055302608,1163,9769,9769,Macaw at Brasa Restaurant,Macaw,Brasa Restaurant,Far,35.9055126014,-78.7837605167,No,E,A,Private,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,Yes,No,,No,Good,Building,No,No,Yes,Yes,No,Yes,Yes,No,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,4,7,9769,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,8455409a-e733-493f-aef2-ee1f12676416,No,,No,Available
-78.7783451308,35.9060814063,1164,9770,9770,Arco Corporate Dr at Macaw St,Arco Corporate Dr,Macaw St,Far,35.9060814061,-78.7783451308,No,E,A,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Some,Street,No,No,Yes,No,No,Yes,No,Yes,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,1,1,9770,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,45859e34-92ab-4b0c-af59-fc90d26a083e,No,,No,Available
-78.5818550001,35.7802679998,1165,9775,9775,Carl Sandburg Ct at Michael J Smith Ln,Carl Sandburg Ct,Michael J Smith Ln, ,35.7802679997,-78.5818550001,No,C,D,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,WTP,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,7,17,9775,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,,6496293a-8ae9-42c4-8b45-86b8a7068d58,No,,No,Available
-78.644998,35.7757660002,1167,9777,9777,W Davie St at S Harrington St,W Davie St,S Harrington St,Far,35.7757659998,-78.644998,Yes,D,E,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,2,9777,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,8b0a89c0-d6d8-4ac0-a347-39c23dc8e45c,No,,No,Available
-78.6792612011,35.8739912294,1168,9778,9778,Creedmoor Rd at Lynn Rd,Creedmoor Rd,Lynn Rd,Far,35.8739912294,-78.6792612011,No,A,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,WTP,Shelter,Eligible,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,11,13,9778,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,0b553f46-fb59-487d-9340-29928f699ebc,No,,No,Available
-78.6804591522,35.7510899527,1169,9779,9779,Lineberry Dr at Broad Oaks Pl,Lineberry Dr,Broad Oaks Pl,Near,35.751089953,-78.6804591522,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,Shelter,Planned,2023,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,11,10,9779,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,844e3bf4-8c62-4f3e-bfa3-d7c93a1d565d,No,,No,Available
-78.6747387307,35.7514104056,1170,9781,9781,Sierra Dr at Shenandoah Rd,Sierra Dr,Shenandoah Rd,Near,35.7514104055,-78.6747387307,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,Yes,No,No,Yes,No,,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,9781,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,05ccf901-a167-4967-b30f-b9da995d90f1,No,,No,Available
-78.6721148551,35.7510576868,1171,9782,9782,Sierra Dr at Balboa Rd,Sierra Dr,Balboa Rd,Far,35.751057687,-78.6721148551,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,9782,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,9cdd2f00-09e8-44c4-9fc6-e162431b2146,No,,No,Available
-78.6695542622,35.7510896049,1172,9783,9783,Sierra Dr at Lake Wheeler Rd,Sierra Dr,Lake Wheeler Rd,Near,35.7510896053,-78.6695542622,No,D,C,Municipal,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,,,No,No,No,No,No,No,No,,No,No,,,,,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,1,0,9783,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,,179c4d17-6205-4949-aa27-494e7a9899ba,No,,No,Available
-78.6487872547,35.8091234649,1173,9786,9786,Glenwood Ave at The Circle,Glenwood Ave,The Circle, ,35.8091234649,-78.6487872547,No,E,A,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,No,No,Yes,No,No,No,No,,,,,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,0,1,9786,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,23ac9e67-8038-45e8-9a95-4f9baf6ef4b0,No,,No,Available
-78.6582879997,35.717614,1174,9787,9787,Purser Dr at Wal-Mart,Purser Dr,Wal-Mart, ,35.7176139999,-78.6582879997,No,,C,Municipal,Yes,No,No,No,No,No,Yes,Full,2,Yes,Improved,1,Yes,Concrete Mounted,1,Yes,Yes,,No,Good,Shelter/Solar,No,No,Yes,No,No,Yes,No,No,No,No,,,Complete,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,223,241,9787,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,CAT,No,,2022/01/20 05:00:00+00,Compliant,9bbea864-88cd-4f0a-8955-127748b36f07,No,,Yes,Adopted
-78.636183151,35.7861938704,1175,9788,9788,N Blount St at Polk St,N Blount St,Polk St, ,35.7863479999,-78.6362190001,Yes,C,E,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,No,,0,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,6,7,9788,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,4205e1ba-8eea-41ec-8cec-90876e352606,No,,No,Available
-78.6363036322,35.7839370108,1176,9789,9789,N Blount St at North St,N Blount St,North St,Near,35.7839779996,-78.6363510003,Yes,C,E,NCDOT,Yes,No,No,No,No,No,No,,0,No,,0,Yes,Pole Mounted,1,No,No,,No,Good,Street,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,,,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,2,6,9789,2020/07/28 13:27:39.407+00,justin.greco@raleighnc.gov_ral,2022/03/08 13:06:08.856+00,Matthew.Vanhoeck@raleighnc.gov_ral,,GoRaleigh,No,,2022/01/20 05:00:00+00,Compliant,b92c4fef-81f2-4510-8722-4f8a494e81fa,No,,No,Available
